,Time,Radius,Energy,Star_Stability,Temperature
85,15.37562369,10.82,3.4291367503513968,4.521000000000001,4986.0
86,8.10363271,2.1,4.003598948915355,4.5805,4853.5
87,4.71510843,1.45,4.7171139842100756,4.5805,4853.5
88,6.365839713,2.635,5.33170378556567,4.491,5776.0
89,3.04033046,8.895,5.572743212189296,4.5295000000000005,5035.0
90,15.33528675,5.155,3.592781464068599,4.5435,5251.0
91,7.95825328,1.065,5.767336135978516,4.192,5841.5
92,31.33046135,6.705,2.683415920143849,4.5435,5251.0
93,23.65369415,7.819999999999999,4.277221520307755,4.218,5744.5
94,13.23352214,3.04,5.043554140853365,4.218,5744.5
95,6.15560285,2.295,6.059893926529762,4.218,5744.5
96,2.090811305,1.6,7.4983878903341745,4.218,5744.5
97,3.180027898,1.54,6.987725676349038,4.192,5841.5
100,7.953547,2.215,4.0052400871392795,4.555999999999999,4763.5
101,4.14451656,1.46,4.8639125145421644,4.555999999999999,4763.5
102,10.52629458,8.58,4.262327702359035,4.529,5386.0
103,4.583520948,5.925,5.877203427218937,4.453,5806.0
104,8.20396958,2.98,4.29735343111593,4.513999999999999,5015.0
105,14.49645186,2.98,3.5540615199639483,4.513999999999999,5015.0
106,6.54626149,2.26,4.710115615509586,4.5435,5251.0
107,12.71809866,2.285,3.201933104137889,4.6075,4695.0
108,36.06588163,2.605,1.9286186519452522,4.6075,4695.0
109,4.190425659,6.824999999999999,6.587591336285103,4.319500000000001,6052.0
110,3.709870784,4.529999999999999,6.134882840356196,4.423,5723.0
111,16.3297527,4.07,4.438466040089213,4.388,5860.5
112,27.80756622,15.049999999999999,3.3724549127965013,4.517999999999999,5862.0
113,10.35533116,2.6100000000000003,4.649856703610498,4.42,5509.5
114,16.08518937,3.7700000000000005,3.6408702349275757,4.507999999999999,5247.0
115,235.9986399,10.504999999999999,0.25851069515150105,4.633,4245.0
116,7.49018305,2.585,4.373868446972418,4.5520000000000005,5103.0
117,36.2761238,3.0549999999999997,2.35754665106802,4.5520000000000005,5103.0
118,17.46087931,2.335,3.2712785036612493,4.5520000000000005,5103.0
119,56.0560754,1.8900000000000001,0.5128236264286637,4.7705,3585.5
120,41.40831669,11.895,2.5249283241374862,4.554,5530.5
121,39.74893077,15.695,3.3948439076899803,4.409,6103.5
122,5.715425977,2.5700000000000003,4.940069758048983,4.529999999999999,5237.0
124,20.0261412,2.375,3.2993492090180774,4.529999999999999,5237.0
125,2.237489571,1.45,6.1211541946709325,4.5465,5259.5
126,3.167893418,2.8800000000000003,6.52940423961552,4.428,5885.0
127,4.311780262,3.2,5.692873184148165,4.448,5522.5
128,20.0504494,2.7649999999999997,3.66714496196793,4.448,5522.5
129,9.76734503,2.745,4.610107975017716,4.448,5522.5
130,119.0207044,8.920000000000002,1.6808279085207734,4.359999999999999,5457.0
132,26.44439337,3.98,3.260401571696699,4.4510000000000005,5427.0
133,51.53997972,5.615,2.4243601499199667,4.4510000000000005,5427.0
134,5.902245782,2.475,5.225262685642126,4.4510000000000005,5427.0
135,2.382951591,1.9000000000000001,6.432135910950766,4.4510000000000005,5427.0
136,21.02250608,3.1049999999999995,2.953868069455292,4.573,5067.0
137,3.219814777,1.705,5.493061443340548,4.5520000000000005,5103.0
138,5.912273234,1.725,3.3614165116503107,4.6935,4068.0
139,8.98581901,1.65,2.8311523982361932,4.6935,4068.0
140,33.60123371,8.41,2.7350166493320245,4.456,5164.5
141,6.76652928,1.955,4.812834550453841,4.456,5164.5
142,4.347288783,2.41,6.186928529315449,4.345,5754.0
143,4.601811819,2.3049999999999997,5.010468613539157,4.5235,4986.0
144,11.18719905,1.52,3.838484102093276,4.5235,4986.0
146,5.95489993,2.325,3.6829871284090987,4.644500000000001,4261.0
147,12.03987488,2.175,2.782229599276462,4.644500000000001,4261.0
148,20.83762895,1.415,2.1144466508785262,4.644500000000001,4261.0
149,23.58917143,3.145,2.6909040422672397,4.577999999999999,4919.0
150,6.481633073,2.535,6.0164863737941285,4.216,5945.0
151,10.37168928,3.1500000000000004,4.150488572840141,4.4830000000000005,5117.0
152,3.96996298,1.745,5.420424373684474,4.4830000000000005,5117.0
153,4.40841331,2.89,6.2405389684455415,4.3965,6007.0
155,2.688899233,12.325,5.246813523680921,4.649,4813.0
156,9.439459486,4.27,4.060443010546419,4.567,5097.0
157,11.52306746,3.145,5.1961185142277895,4.1635,5648.5
158,3.336123113,1.78,5.436099088711109,4.567,5097.0
159,8.01078456,1.685,2.372111155642656,4.795,3704.0
160,12.07134205,1.2650000000000001,1.8923586677841708,4.795,3704.0
161,20.99587872,1.2750000000000001,1.3069805544001651,4.795,3704.0
162,7.41113177,2.71,5.3391713605563025,4.4325,5831.5
163,8.884922995,10.504999999999999,4.4499189007168,4.507,5337.0
164,8.09888906,9.93,5.695582278090861,4.361000000000001,6192.5
165,10.00653012,3.885,5.220572017923184,4.3919999999999995,6045.0
167,83.92494032,4.715,0.4824261492442927,4.7485,3954.0
168,5.007316661,7.525,5.664937690832634,4.5,5843.0
169,2.211116989,1.8900000000000001,5.230145586444703,4.641,4500.0
170,27.9541337,1.9349999999999998,1.9919755158985601,4.641,4500.0
171,16.23947096,4.255,3.5090049009630335,4.5280000000000005,5191.0
172,6.308201629,3.05,4.748924149632788,4.5280000000000005,5191.0
173,2.052349884,13.535,7.160888607615955,4.3694999999999995,5846.0
174,9.7704486,2.2,2.440170755946609,4.744,3902.0
175,5.169804269,1.6400000000000001,3.238482354507119,4.744,3902.0
176,21.22261195,2.48,4.444414407108697,4.216,5945.0
177,20.09017037,2.215,1.612433421413899,4.744,3902.0
178,7.11373257,1.14,2.1944429343743423,4.855,3552.0
179,3.306551643,0.895,3.1393996233664043,4.855,3552.0
180,15.36845737,1.09,1.3467736029576072,4.855,3552.0
181,13.81020318,4.785,4.941463835234957,4.3015,5933.5
182,4.093578461,3.08,6.354596102200068,4.411,6049.5
186,4.082274889,11.315000000000001,5.726440498548785,4.524000000000001,5655.0
187,3.886655224,1.975,5.663186149115231,4.566000000000001,5662.0
188,42.1406089,1.8900000000000001,1.5390154481375546,4.641,4500.0
189,4.617490562,1.6500000000000001,4.25858700561615,4.641,4500.0
190,10.19849255,1.775,3.2284300376730126,4.641,4500.0
191,7.15681552,2.42,4.467516020689296,4.519,5033.0
192,17.64830851,2.3850000000000002,3.2906381910950917,4.519,5033.0
193,4.14810719,1.0550000000000002,5.189785159724575,4.519,5033.0
194,16.51410989,2.7350000000000003,3.8391296799078214,4.488,5527.0
195,30.1329298,3.165,3.0638581026015914,4.488,5527.0
196,4.79090809,1.37,5.473257581475705,4.488,5527.0
197,31.71981013,2.945,4.270186840418297,4.0765,5869.0
199,4.708326451,10.745,6.216176867260639,4.2775,5560.0
200,5.392026903,2.765,4.920455265865844,4.550000000000001,5198.0
201,2.494170338,2.48,6.239125085835267,4.536,5563.5
204,3.314947362,4.31,6.288824636111034,4.418,5601.0
205,39.6431552,10.845,2.541208215156642,4.476,5236.0
206,21.80451611,2.74,3.2160718975354663,4.587,5489.5
207,10.28194593,2.6149999999999998,4.051437061210824,4.557499999999999,5196.0
208,18.11993039,3.05,3.315276319154516,4.557499999999999,5196.0
209,3.78402867,1.7650000000000001,5.371033298835112,4.557499999999999,5196.0
210,5.15448142,3.0599999999999996,5.474012852674935,4.431,5431.0
211,5.743469797,3.46,5.671517514068926,4.443,5888.0
212,39.4759093,4.494999999999999,3.5660053559634015,4.369,6192.5
213,3.166353562,4.225,6.709871252703799,4.3919999999999995,5986.0
218,6.104849417,3.17,4.511408806173617,4.592,5085.0
219,3.578780566,10.43,6.025503589331405,4.423500000000001,5524.0
220,5.826657508,4.145,5.576819935982524,4.3735,5557.0
221,12.41216347,2.615,4.574659430783069,4.3735,5557.0
222,18.74649011,3.09,4.033620977175634,4.3735,5557.0
223,20.86021229,5.365,4.495745868706802,4.247999999999999,6035.0
224,42.63427848,5.095,3.559909072816976,4.247999999999999,6035.0
225,87.6476068,3.905,2.644400174025754,4.247999999999999,6035.0
226,9.61731426,1.895,5.519839604243346,4.247999999999999,6035.0
227,9.467821474,2.0999999999999996,2.002155447719762,4.8095,3573.0
228,4.942783419,10.974999999999998,5.591434641489757,4.429499999999999,5508.5
229,20.83426731,2.975,3.643489751815126,4.479000000000001,5537.0
230,9.94602357,3.125,4.654864703011944,4.383,5344.0
231,1.04562195,1.45,7.653907537990959,4.383,5344.0
232,8.14515981,3.33,5.674370828253372,4.242,5902.0
233,18.9985279,41.985,4.551769409260976,4.242,5902.0
234,4.24439049,2.01,6.54205400574072,4.242,5902.0
236,28.5742692,2.3149999999999995,3.058472303375177,4.515000000000001,5551.0
237,0.689210173,1.385,8.2379090904155,4.4525,5619.0
238,7.34373964,1.9700000000000002,4.966613742001926,4.543,5757.0
240,224.7789355,7.734999999999999,1.4085449700547104,4.293,5855.0
241,7.42608123,2.5500000000000003,5.701797171912884,4.334,6039.5
242,15.9868932,1.6700000000000002,4.685551297934904,4.334,6039.5
244,31.5925809,1.715,3.986480916346156,4.1579999999999995,5681.5
245,17.157236,1.49,4.79061187011829,4.1579999999999995,5681.5
247,53.5057611,2.54,3.941193382727926,4.0175,6250.0
248,2.785821236,1.7,7.800175360362502,4.029,6197.5
249,1.269091415,1.43,6.641319236064589,4.565999999999999,5041.0
250,2.853133997,1.3800000000000001,5.565075808614393,4.565999999999999,5041.0
251,6.79685353,2.2199999999999998,5.684565675729068,4.411,6052.0
254,8.7348852,1.7650000000000001,5.288620503569173,4.412000000000001,5964.5
255,17.02902786,2.525,4.383962260141637,4.353,5839.0
256,1.224866441,1.545,7.721973417386791,4.338500000000001,5553.0
257,25.93406406,2.52,4.104294893075269,4.287,5952.0
258,12.99204853,2.01,4.928014265407919,4.263999999999999,5759.5
259,52.09081627,7.26,3.4818552846796096,4.2435,6185.5
260,8.18739443,1.9149999999999998,4.502805179310064,4.506,5251.0
261,3.341799486,1.685,6.739230112808961,4.293,5855.0
262,3.749105745,1.7449999999999999,6.158513824067284,4.42,5745.5
264,7.37290344,2.7249999999999996,5.55705969510211,4.36,5961.0
265,119.0624882,10.865,1.815638743017998,4.3825,5697.0
266,8.70798309,2.0549999999999997,3.1309185461090587,4.702500000000001,4366.5
267,4.17634276,1.2650000000000001,4.082018912531463,4.702500000000001,4366.5
268,27.40229859,3.6849999999999996,4.320616548210841,4.2435,6185.5
269,3.179267286,1.25,5.935000010126855,4.5120000000000005,5500.0
270,10.38122447,2.205,3.9384701754429945,4.556,5095.0
271,24.5709023,2.86,2.830857630363757,4.556,5095.0
272,3.024092505,12.06,7.052751325590598,4.266,6044.5
273,1.022678654,1.125,7.6771942953287695,4.392,5370.0
274,12.10968709,2.865,5.481638423675075,4.138,6021.0
275,20.4972755,2.8449999999999998,4.784529024931279,4.138,6021.0
276,53.5292702,2.3149999999999995,1.5325568680981427,4.606,4736.0
277,2.757584622,1.0,3.554633520551545,4.8375,3675.5
278,0.928310036,1.1549999999999998,5.911744703974747,4.6705,4109.0
279,13.48457668,3.4450000000000003,5.2583023380098,4.2435,6185.5
280,31.8841473,3.9,3.332204510175204,4.429,5775.0
281,12.06222962,1.6600000000000001,4.3943256902608985,4.442499999999999,5541.5
282,21.85362905,1.9049999999999998,3.79458990853605,4.4685,5822.5
283,41.8059544,2.195,3.2280337626529665,4.389,5889.0
284,4.77800306,1.845,5.205653681684617,4.494999999999999,5192.0
285,5.32667299,2.5149999999999997,5.793166035790887,4.430000000000001,5820.5
286,8.17242644,3.415,4.952758975565566,4.465,5705.0
287,13.0607936,1.575,4.4695795316817435,4.4685,5822.5
288,4.2989201,2.12,5.688685757176777,4.407,5308.0
289,5.714817603,10.03,5.469198733199436,4.4685,5695.0
290,8.70420525,2.8049999999999997,4.297557478047431,4.5009999999999994,5077.5
291,8.1280933,1.545,5.2334587941995405,4.430000000000001,5820.5
292,2.83668931,1.325,6.630861470048255,4.430000000000001,5820.5
293,0.974868896,1.19,7.457199511596063,4.520999999999999,5476.0
294,4.89721006,1.48,5.123904453822123,4.4719999999999995,5101.0
295,16.08832318,3.42,4.995183189537334,4.2445,6157.0
296,10.30067919,2.1950000000000003,5.587885159910029,4.2445,6157.0
297,35.6757453,3.02,3.9464244321454784,4.2445,6157.0
298,16.56806842,2.56,3.123905587276974,4.595000000000001,4987.0
299,47.3329299,2.2,1.8500283773520307,4.595000000000001,4987.0
300,40.8065333,3.52,4.415763589470907,4.008,6200.5
301,2.46697039,1.5300000000000002,5.96811915161299,4.5009999999999994,5077.5
302,2.624234833,5.295,6.167464078613374,4.4785,5340.0
303,6.61836309,2.8949999999999996,5.73287191109942,4.229000000000001,5537.5
305,9.673958488,2.635,4.273675540579657,4.494999999999999,5192.0
306,14.12847677,2.875,4.393399220968849,4.429,5775.0
307,8.39842977,2.215,5.681570948290981,4.3665,6287.0
310,3.4815917,1.165,6.0870019738170456,4.390499999999999,5410.5
311,35.61760233,5.140000000000001,2.4548769033363045,4.5335,5138.0
312,10.12805158,2.0149999999999997,4.499865224342668,4.5125,5672.0
314,5.72812616,1.3849999999999998,3.2628927102849747,4.714,3968.0
315,3.75574267,1.655,5.5204203766869995,4.5495,5319.0
316,6.581477136,4.9799999999999995,5.2576776470813416,4.34,5196.0
317,2.382652873,2.995,6.609854506336024,4.34,5196.0
318,24.66461416,5.835,3.521938999358284,4.34,5196.0
319,11.51517167,3.005,3.9080149840306073,4.551,5177.0
320,7.641567589,4.895,5.067960360715525,4.3505,5376.0
321,7.40742502,2.215,5.490403593396904,4.393000000000001,5911.5
322,3.353732008,1.615,3.5338325394548624,4.797,3785.5
323,6.877446033,2.01,2.621402394376538,4.797,3785.5
324,28.46464804,1.83,1.0715836162801904,4.797,3785.5
325,42.89645024,2.0,2.3735094313307443,4.494999999999999,5192.0
326,30.5872153,2.395,3.678197605767076,4.359999999999999,5932.0
327,7.09712124,0.73,2.17872110577166,4.872,3565.5
328,3.601465336,2.275,5.438296676601477,4.502000000000001,5056.0
329,25.8474958,2.65,4.155518052990253,4.37,6269.0
330,40.715561,2.98,3.5634579444527934,4.37,6269.0
331,17.31711739,2.035,2.4001654213329098,4.7620000000000005,4702.5
332,9.42889884,4.13,6.016205938996429,4.0455,5897.0
333,6.50327035,1.65,4.5921862584297966,4.5125,4999.0
334,11.47609015,2.07,5.462581023123957,4.2155000000000005,6065.0
335,25.2630467,1.7049999999999998,4.417695373953336,4.2155000000000005,6065.0
336,0.677374687,0.93,8.5192879957807,4.385,5712.5
337,10.43547031,1.24,4.423468437073542,4.491999999999999,5528.0
338,7.41084314,0.95,4.873325343131649,4.491999999999999,5528.0
339,28.59914031,1.8050000000000002,1.052568350166703,4.797,3750.5
340,24.58716355,2.47,3.102117264258005,4.571,5466.0
341,12.53248222,3.55,4.704110133842995,4.45,5979.0
342,31.20169247,8.255,0.9497255079603925,4.803000000000001,3745.5
343,13.19720694,6.29,4.772547295396223,4.224,4954.0
344,14.85890852,5.925000000000001,4.189730496732723,4.3505,5376.0
345,4.08897299,2.215,7.1278903092318915,4.0455,5897.0
346,17.44486016,3.4450000000000003,4.141784609043931,4.383000000000001,5568.0
347,7.33685101,1.6749999999999998,5.198137850746126,4.476,5786.5
348,7.71790675,0.895,2.7834668403869642,4.749499999999999,3967.0
349,27.6652847,2.355,3.925235336900281,4.351,6027.0
350,14.55730897,4.245,4.985830175177284,4.194,5779.5
351,33.6528474,4.59,3.5460189662008954,4.224,4954.0
352,5.90127815,1.9049999999999998,2.849839073373588,4.7620000000000005,3726.0
353,8.75209691,1.8,2.361325588016646,4.7620000000000005,3726.0
354,22.78078241,2.135,1.3042705256412999,4.7620000000000005,3726.0
355,2.896005211,1.205,3.758522114442385,4.7620000000000005,3726.0
356,0.742957911,1.445,5.558795237508936,4.7620000000000005,3726.0
357,18.82744023,2.9650000000000003,3.9096201208118355,4.469,5687.0
358,5.747711909,1.85,3.717102413057676,4.6465,4252.0
359,3.504691252,2.0249999999999995,6.101148204507716,4.3505,5376.0
360,12.21828097,5.17,4.813078264659524,4.351,5816.5
361,13.21409607,2.87,3.752206303974261,4.5875,5341.0
362,6.05729966,1.915,5.259004649162495,4.3995,5334.0
363,3.584101048,5.109999999999999,6.213036864680706,4.4399999999999995,5730.5
364,5.014234733,11.650000000000002,6.801310842761273,4.2525,6451.5
365,8.11528727,3.4000000000000004,5.207845463383961,4.448,5917.0
366,36.9250409,3.3049999999999997,3.2232661731694936,4.448,5917.0
367,32.3122867,4.705,4.054997174379253,4.15,5821.0
368,9.22961384,2.9299999999999997,5.672876431960318,4.303000000000001,6313.5
369,4.176254191,3.115,4.987161937910614,4.571000000000001,4957.0
370,6.10027621,2.8599999999999994,5.720737915305614,4.4215,5957.0
371,51.59809554,7.2250000000000005,2.602319246469968,4.4704999999999995,5681.0
372,8.408878137,2.2749999999999995,4.650239149355669,4.515000000000001,5551.0
373,10.93725572,2.3850000000000002,4.475915350130829,4.3995,5334.0
374,2.97136658,1.505,6.203567373305212,4.3995,5334.0
375,158.6850022,3.0549999999999997,1.5357913722658016,4.366,5751.0
376,2.936527336,1.895,6.235322075019297,4.4025,5363.0
377,7.03902016,2.715,5.953827579167917,4.353,6302.5
378,8.360870704,3.6,3.9950765605634317,4.193,4743.0
379,21.76129812,2.5599999999999996,2.6871669901857858,4.5969999999999995,4859.0
380,161.5278347,8.254999999999999,1.7047480922384253,4.2975,5778.0
381,11.39102358,1.7149999999999999,3.6620219999440535,4.5920000000000005,4983.0
382,12.33343853,4.005000000000001,5.122027581985801,4.242,5902.0
383,8.01500821,1.975,4.9020845097534504,4.4025,5363.0
384,7.053934488,2.375,4.803693122120054,4.4945,5357.0
385,4.29263699,0.685,5.462729502798424,4.4945,5357.0
386,7.6746614,3.0999999999999996,5.576195284962298,4.388999999999999,6042.0
389,36.7704935,2.885,2.3365033111975064,4.577,5142.0
390,14.58932429,2.3699999999999997,3.4986265269937014,4.577,5142.0
391,59.8780258,2.16,0.832909122935104,4.67,4016.0
392,20.51360192,2.645,3.149954379401779,4.5915,5310.0
393,150.0189511,32.93,1.3217558399823195,4.455500000000001,5618.0
394,2.613020421,1.475,4.111529386976201,4.737,3875.5
395,0.927859786,1.845,6.776883204377783,4.6045,4810.0
397,7.10695741,1.74,6.0842829887459535,4.091,5769.5
398,0.783276173,1.9649999999999999,8.556279280123439,4.274,5640.0
399,2.1395563,1.7750000000000001,6.9372121342796955,4.3555,5538.0
400,4.807103254,2.98,5.859004009484952,4.3555,5538.0
402,2.633852528,1.355,5.943415982885321,4.49,5118.0
403,6.18670882,1.19,4.80937553628205,4.49,5118.0
404,1.796320953,1.21,6.769630495730338,4.503,5576.0
405,3.468073,1.305,5.89185137268692,4.503,5576.0
406,14.00640392,3.13,4.672221173237702,4.335000000000001,5788.0
407,3.546531809,2.3950000000000005,6.506919439257635,4.411,5972.0
408,5.70070626,2.2449999999999997,5.874045507696927,4.411,5972.0
409,20.8341497,2.2749999999999995,3.2416153118376902,4.5295000000000005,5296.0
410,7.0556584,2.1399999999999997,4.654579206245634,4.5295000000000005,5296.0
411,10.47548084,2.145,3.0973859272804907,4.663499999999999,4463.0
412,22.92886314,2.12,2.132982308607866,4.663499999999999,4463.0
413,77.4740991,2.6799999999999997,0.9021918074946533,4.663499999999999,4463.0
414,345.1589354,8.175,0.6444820085786643,4.465999999999999,5597.0
415,6.88595222,2.72,5.3103200453391874,4.394,5616.0
416,99.6442783,8.84,2.169053700369523,4.407,6097.5
417,5.660669429,3.22,5.942536873484558,4.293,5752.0
418,13.71938426,2.175,5.144175020019389,4.3425,6358.0
419,44.8520997,3.3950000000000005,2.911263116927541,4.356999999999999,5514.0
420,20.34237838,2.92,3.9293716437627593,4.356999999999999,5514.0
421,118.3786735,3.4,1.7655865949240317,4.369,5663.0
422,23.58444746,2.885,4.214790715297967,4.214,5661.0
423,11.97884409,2.12,3.9598603348423063,4.5295000000000005,5296.0
424,2.58083264,1.315,5.989838225363398,4.5295000000000005,5296.0
425,19.25404023,3.335,4.054043265448575,4.429,5780.5
426,15.0549356,1.6150000000000002,4.276179889714634,4.394,5616.0
427,2.92721119,1.3050000000000002,6.448944772360291,4.394,5616.0
429,19.80787763,2.25,3.8146306594194965,4.49,5760.5
430,2.343230566,1.165,5.658418932904671,4.555,4793.0
432,10.1171684,3.0149999999999997,6.095633102663531,4.106,6306.0
433,19.12947603,4.010000000000001,4.634194865028707,4.0725,5384.0
434,6.1469956,2.075,6.1408754404446775,4.274,6107.0
435,54.1558384,4.25,2.7249073181686327,4.429,5780.5
436,11.1199028,2.105,3.8006444174447567,4.567,5078.0
437,0.567856484,1.52,7.901227398084807,4.5104999999999995,5076.5
438,40.7150498,2.42,3.1245651453969594,4.449999999999999,5959.0
439,10.44635944,2.4000000000000004,4.900671607492004,4.449999999999999,5959.0
440,2.508553286,1.395,6.690326616538031,4.4479999999999995,5805.5
441,13.75129636,1.815,4.43366986782572,4.4479999999999995,5805.5
443,6.84639884,1.935,6.046982032026841,4.251,6059.0
444,7.64970832,1.39,6.008641180478599,4.1530000000000005,5849.0
445,10.30401132,1.84,4.840321356426578,4.369,5663.0
446,3.016182013,2.21,6.973763032768634,4.189,5615.5
447,6.8833761,1.85,5.087812361279793,4.521000000000001,5679.0
448,5.41908491,1.51,5.666392085437642,4.4479999999999995,5805.5
449,7.01733571,1.7600000000000002,5.662595830325951,4.386000000000001,6034.0
450,6.91134223,1.89,5.848978898811227,4.221,5690.5
452,7.19304935,1.75,5.718211211308322,4.397,6163.0
453,36.33750453,5.76,3.067820349948245,4.4665,5708.5
454,14.64613058,2.415,4.246278501179514,4.4665,5708.5
456,10.50682978,9.26,3.974809993526911,4.559000000000001,5127.0
457,11.29689442,1.8050000000000002,5.1813340110622175,4.3309999999999995,6093.0
458,5.968724048,3.26,6.431363287534036,4.2010000000000005,6128.0
459,133.460999,10.775000000000002,2.217027204632399,4.1049999999999995,5592.0
460,5.188563677,1.005,3.380824591854218,4.7205,3980.0
461,15.19423359,3.55,5.005153630527017,4.1049999999999995,5592.0
462,3.990105908,8.175,6.185930807535323,4.447,5895.0
463,10.03538181,4.795,4.733519424415754,4.497999999999999,5804.5
464,5.62154315,1.395,5.505189249387348,4.425,5631.5
465,8.50698069,2.0199999999999996,5.255853399728776,4.3774999999999995,5804.5
