,Time,Depth,Radius,Energy,Star_Stability,Temperature
333,6.50327035,418.0,1.65,97.71000000000001,4.5125,4999.0
334,11.47609015,182.0,2.07,234.70499999999998,4.2155000000000005,6065.0
335,25.2630467,126.0,1.7049999999999998,81.905,4.2155000000000005,6065.0
336,0.677374687,76.7,0.93,5009.485000000001,4.385,5712.5
337,10.43547031,210.0,1.24,82.38499999999999,4.491999999999999,5528.0
338,7.41084314,124.0,0.95,129.755,4.491999999999999,5528.0
339,28.59914031,1590.0,1.8050000000000002,1.8650000000000002,4.797,3750.5
340,24.58716355,908.0,2.47,21.244999999999997,4.571,5466.0
341,12.53248222,1150.0,3.55,109.4,4.45,5979.0
342,31.20169247,34500.0,8.255,1.585,4.803000000000001,3745.5
343,13.19720694,2140.0,6.29,117.22,4.224,4954.0
344,14.85890852,3270.0,5.925000000000001,65.00500000000001,4.3505,5376.0
345,4.08897299,158.0,2.215,1245.2450000000001,4.0455,5897.0
346,17.44486016,827.0,3.4450000000000003,61.915,4.383000000000001,5568.0
347,7.33685101,326.0,1.6749999999999998,179.935,4.476,5786.5
348,7.71790675,307.0,0.895,15.174999999999999,4.749499999999999,3967.0
349,27.6652847,469.0,2.355,49.665,4.351,6027.0
350,14.55730897,957.0,4.245,145.325,4.194,5779.5
351,33.6528474,1140.0,4.59,33.675000000000004,4.224,4954.0
352,5.90127815,1530.0,1.9049999999999998,16.285,4.7620000000000005,3726.0
353,8.75209691,1370.0,1.8,9.605,4.7620000000000005,3726.0
354,22.78078241,1930.0,2.135,2.6849999999999996,4.7620000000000005,3726.0
355,2.896005211,614.0,1.205,41.885000000000005,4.7620000000000005,3726.0
356,0.742957911,843.0,1.445,258.51,4.7620000000000005,3726.0
357,18.82744023,1010.0,2.9650000000000003,48.879999999999995,4.469,5687.0
358,5.747711909,820.0,1.85,40.144999999999996,4.6465,4252.0
359,3.504691252,315.0,2.0249999999999995,445.36999999999995,4.3505,5376.0
360,12.21828097,1840.0,5.17,122.11000000000001,4.351,5816.5
361,13.21409607,1150.0,2.87,41.615,4.5875,5341.0
362,6.05729966,385.0,1.915,191.29,4.3995,5334.0
363,3.584101048,2610.0,5.109999999999999,498.21500000000003,4.4399999999999995,5730.5
364,5.014234733,6540.0,11.650000000000002,898.0250000000001,4.2525,6451.5
365,8.11528727,835.0,3.4000000000000004,181.7,4.448,5917.0
366,36.9250409,902.0,3.3049999999999997,24.11,4.448,5917.0
367,32.3122867,678.0,4.705,56.685,4.15,5821.0
368,9.22961384,492.0,2.9299999999999997,289.87,4.303000000000001,6313.5
369,4.176254191,1360.0,3.115,145.51999999999998,4.571000000000001,4957.0
370,6.10027621,767.0,2.8599999999999994,304.13,4.4215,5957.0
371,51.59809554,5870.0,7.2250000000000005,12.495,4.4704999999999995,5681.0
372,8.408878137,799.0,2.2749999999999995,103.60999999999999,4.515000000000001,5551.0
373,10.93725572,422.0,2.3850000000000002,86.875,4.3995,5334.0
374,2.97136658,233.0,1.505,493.51,4.3995,5334.0
375,158.6850022,898.0,3.0549999999999997,3.645,4.366,5751.0
376,2.936527336,352.0,1.895,509.46500000000003,4.4025,5363.0
377,7.03902016,530.0,2.715,384.225,4.353,6302.5
378,8.360870704,2040.0,3.6,53.33,4.193,4743.0
379,21.76129812,1300.0,2.5599999999999996,13.69,4.5969999999999995,4859.0
380,161.5278347,4650.0,8.254999999999999,4.5,4.2975,5778.0
381,11.39102358,449.0,1.7149999999999999,37.94,4.5920000000000005,4983.0
382,12.33343853,536.0,4.005000000000001,166.675,4.242,5902.0
383,8.01500821,363.0,1.975,133.57000000000002,4.4025,5363.0
384,7.053934488,512.0,2.375,120.96,4.4945,5357.0
385,4.29263699,61.4,0.685,234.74,4.4945,5357.0
386,7.6746614,503.0,3.0999999999999996,263.065,4.388999999999999,6042.0
389,36.7704935,1350.0,2.885,9.344999999999999,4.577,5142.0
390,14.58932429,831.0,2.3699999999999997,32.07,4.577,5142.0
391,59.8780258,1420.0,2.16,1.3,4.67,4016.0
392,20.51360192,1170.0,2.645,22.335,4.5915,5310.0
393,150.0189511,4320.0,32.93,2.75,4.455500000000001,5618.0
394,2.613020421,600.0,1.475,60.04,4.737,3875.5
395,0.927859786,515.0,1.845,876.3299999999999,4.6045,4810.0
397,7.10695741,131.0,1.74,437.905,4.091,5769.5
398,0.783276173,265.0,1.9649999999999999,5198.3,4.274,5640.0
399,2.1395563,266.0,1.7750000000000001,1028.895,4.3555,5538.0
400,4.807103254,451.0,2.98,349.375,4.3555,5538.0
402,2.633852528,260.0,1.355,380.235,4.49,5118.0
403,6.18670882,203.0,1.19,121.655,4.49,5118.0
404,1.796320953,211.0,1.21,869.99,4.503,5576.0
405,3.468073,244.0,1.305,361.075,4.503,5576.0
406,14.00640392,716.0,3.13,105.935,4.335000000000001,5788.0
407,3.546531809,443.0,2.3950000000000005,668.76,4.411,5972.0
408,5.70070626,380.0,2.2449999999999997,354.68500000000006,4.411,5972.0
409,20.8341497,803.0,2.2749999999999995,24.575000000000003,4.5295000000000005,5296.0
410,7.0556584,706.0,2.1399999999999997,104.065,4.5295000000000005,5296.0
411,10.47548084,1070.0,2.145,21.14,4.663499999999999,4463.0
412,22.92886314,909.0,2.12,7.44,4.663499999999999,4463.0
413,77.4740991,1540.0,2.6799999999999997,1.4649999999999999,4.663499999999999,4463.0
414,345.1589354,5090.0,8.175,0.905,4.465999999999999,5597.0
415,6.88595222,429.0,2.72,201.415,4.394,5616.0
416,99.6442783,3220.0,8.84,7.75,4.407,6097.5
417,5.660669429,738.0,3.22,379.9,4.293,5752.0
418,13.71938426,316.0,2.175,170.43,4.3425,6358.0
419,44.8520997,781.0,3.3950000000000005,17.380000000000003,4.356999999999999,5514.0
420,20.34237838,565.0,2.92,49.875,4.356999999999999,5514.0
421,118.3786735,1080.0,3.4,4.845,4.369,5663.0
422,23.58444746,429.0,2.885,66.67999999999999,4.214,5661.0
423,11.97884409,708.0,2.12,51.449999999999996,4.5295000000000005,5296.0
424,2.58083264,270.0,1.315,398.35,4.5295000000000005,5296.0
425,19.25404023,988.0,3.335,56.63000000000001,4.429,5780.5
426,15.0549356,256.0,1.6150000000000002,70.965,4.394,5616.0
427,2.92721119,170.0,1.3050000000000002,631.0350000000001,4.394,5616.0
429,19.80787763,616.0,2.25,44.36,4.49,5760.5
430,2.343230566,247.0,1.165,285.695,4.555,4793.0
432,10.1171684,289.0,3.0149999999999997,442.915,4.106,6306.0
433,19.12947603,451.0,4.010000000000001,101.945,4.0725,5384.0
434,6.1469956,250.0,2.075,463.46000000000004,4.274,6107.0
435,54.1558384,1110.0,4.25,14.254999999999999,4.429,5780.5
436,11.1199028,636.0,2.105,43.73,4.567,5078.0
437,0.567856484,335.0,1.52,2699.5950000000003,4.5104999999999995,5076.5
438,40.7150498,564.0,2.42,21.75,4.449999999999999,5959.0
439,10.44635944,354.0,2.4000000000000004,133.38,4.449999999999999,5959.0
440,2.508553286,212.0,1.395,803.5849999999999,4.4479999999999995,5805.5
441,13.75129636,349.0,1.815,83.24,4.4479999999999995,5805.5
443,6.84639884,150.0,1.935,421.8349999999999,4.251,6059.0
444,7.64970832,55.4,1.39,405.93000000000006,4.1530000000000005,5849.0
445,10.30401132,316.0,1.84,125.51000000000002,4.369,5663.0
446,3.016182013,223.0,2.21,1067.2350000000001,4.189,5615.5
447,6.8833761,458.0,1.85,161.035,4.521000000000001,5679.0
448,5.41908491,231.0,1.51,287.99,4.4479999999999995,5805.5
449,7.01733571,256.0,1.7600000000000002,286.895,4.386000000000001,6034.0
450,6.91134223,202.0,1.89,345.88,4.221,5690.5
452,7.19304935,255.0,1.75,303.36,4.397,6163.0
453,36.33750453,2830.0,5.76,20.494999999999997,4.4665,5708.5
454,14.64613058,594.0,2.415,68.845,4.4665,5708.5
456,10.50682978,13400.0,9.26,52.239999999999995,4.559000000000001,5127.0
457,11.29689442,199.0,1.8050000000000002,176.92000000000002,4.3309999999999995,6093.0
458,5.968724048,511.0,3.26,620.02,4.2010000000000005,6128.0
459,133.460999,5030.0,10.775000000000002,8.18,4.1049999999999995,5592.0
460,5.188563677,359.0,1.005,28.394999999999996,4.7205,3980.0
461,15.19423359,368.0,3.55,148.18,4.1049999999999995,5592.0
462,3.990105908,6150.0,8.175,484.86499999999995,4.447,5895.0
463,10.03538181,2830.0,4.795,112.695,4.497999999999999,5804.5
464,5.62154315,172.0,1.395,244.96499999999997,4.425,5631.5
465,8.50698069,296.0,2.0199999999999996,190.685,4.3774999999999995,5804.5
466,0.669310092,132.0,1.1649999999999998,3970.4849999999997,4.412,5475.0
467,44.9306706,438.0,2.6350000000000002,27.560000000000002,4.349,6096.5
468,14.13175309,1030.0,3.2750000000000004,61.63999999999999,4.4955,5616.0
469,11.41926141,916.0,1.4449999999999998,7.52,4.775499999999999,3814.5
470,268.9410974,9010.0,13.565000000000001,2.645,4.25,5798.0
471,33.1996355,1110.0,2.8,12.84,4.489000000000001,5098.0
472,6.80082032,700.0,1.9349999999999998,61.425,4.615,4805.0
473,19.30581662,709.0,3.8449999999999998,103.08500000000001,4.148,5665.0
474,13.22175358,877.0,2.41,41.285000000000004,4.5425,5211.0
475,7.16893064,113.0,1.625,505.055,4.198,6208.5
476,5.729317577,865.0,2.5,138.64,4.5504999999999995,5328.0
477,11.77613232,1430.0,2.085,9.515,4.7205,3980.0
478,11.60908533,489.0,1.7650000000000001,54.155,4.5504999999999995,5328.0
479,162.0479502,4840.0,11.524999999999999,9.07,4.1735,6305.5
480,6.09747233,218.0,2.13,479.66999999999996,4.148,5665.0
482,8.99088621,470.0,2.8149999999999995,215.29000000000002,4.315,5875.0
483,1.694740233,1450.0,2.115,95.78999999999999,4.739,3760.0
484,7.886632468,6330.0,9.43,284.21000000000004,4.304,5838.5
485,8.027681123,8730.0,9.18,139.60999999999999,4.469,5569.0
