,kepid,Time,Impact,Depth,Radius,Energy,Star_Stability,Temperature
762,7626370,1.921437488,0.5985,279.0,1.855,747.0049999999999,4.394,5246.0
764,7512982,20.38174802,0.22149999999999997,1600.0,3.105,17.884999999999998,4.537,4878.0
765,7512982,7.00447892,0.229,231.0,1.17,74.27000000000001,4.537,4878.0
766,9597806,5.101375725,0.1925,895.0,3.13,375.86499999999995,4.4115,5848.5
767,5283458,30.69395532,0.0935,18100.0,15.18,44.65,4.386,6115.5
768,10004738,13.93068791,0.6015,187.0,1.4249999999999998,48.254999999999995,4.5455000000000005,5493.0
769,5438757,10.35078415,0.536,273.0,1.9899999999999998,125.68,4.3555,5538.0
770,7750419,32.7737631,0.6315,565.0,4.805,51.535,4.1339999999999995,5644.0
771,7815744,14.20442616,0.222,801.0,1.9899999999999998,35.805,4.614000000000001,5361.0
772,7955580,55.673582,0.2265,765.0,2.175,5.16,4.542,4998.0
773,8230616,6.82778157,0.23,546.0,1.35,26.845,4.6865000000000006,4198.0
774,7898352,127.2824442,0.826,8090.0,11.945,5.840000000000001,4.3004999999999995,5738.5
775,11402995,10.06083238,0.42200000000000004,460.0,2.585,162.48,4.3229999999999995,5710.5
776,7898352,30.1837021,0.2015,975.0,3.625,39.815,4.3004999999999995,5738.5
777,7747425,42.4729078,0.2355,334.0,2.03,20.68,4.339,5616.0
778,9892816,15.17026921,0.6025,225.0,2.5050000000000003,170.005,4.25,6290.5
779,9836149,17.8159689,0.595,777.0,3.245,62.28,4.444,5952.0
780,4813563,36.5157639,0.5085,861.0,2.53,7.635,4.5555,4847.0
781,2985767,14.07969236,0.5750000000000001,170.0,1.9849999999999999,175.18,4.1565,5821.0
782,2304320,16.54081386,0.43899999999999995,370.0,1.58,25.590000000000003,4.561999999999999,5064.0
783,3657758,3.609313059,0.21999999999999997,1380.0,3.5649999999999995,431.975,4.467,5659.5
784,9790806,1.93155546,0.6,505.0,2.335,716.4649999999999,4.51,5457.0
785,6382217,8.41100305,0.5945,756.0,1.78,11.695,4.7255,3753.0
786,5375194,13.52252364,0.224,691.0,2.16,45.715,4.532500000000001,5338.0
788,10019708,3.268695042,0.08350000000000002,10100.0,16.255,1511.9250000000002,4.088000000000001,5927.0
789,11875734,99.7468804,0.5745,1290.0,4.265,7.359999999999999,4.3415,5628.5
790,7046804,11.720124,0.618,9760.0,8.115,49.175,4.551,5223.0
791,7449136,4.33643506,0.561,109.0,1.74,1043.62,4.133,6177.0
792,8680979,15.95541913,0.22,763.0,2.14,24.854999999999997,4.5405,4886.5
793,8680979,8.25980352,0.23149999999999998,298.0,1.32,59.79,4.5405,4886.5
794,9030537,62.5613879,0.5805,1370.0,3.8499999999999996,9.05,4.497,5670.5
795,6949061,8.96847034,0.36150000000000004,234.0,2.15,268.91499999999996,4.218999999999999,5802.0
796,7269493,1.907810683,0.22349999999999998,121.0,0.935,655.7249999999999,4.535500000000001,5424.0
797,5513648,32.85862571,0.6305,163.0,2.335,55.175,4.135,5899.0
798,7887791,2.229326354,0.22749999999999998,49.1,0.625,680.765,4.49,5587.0
799,11657891,2.514628496,0.23249999999999998,228.0,1.37,642.92,4.491499999999999,5662.0
800,6305192,8.025118521,0.3135,3120.0,7.79,357.485,4.223,6002.0
801,6382217,5.79529495,0.5854999999999999,334.0,1.045,19.2,4.7255,3753.0
802,9634821,73.7578875,0.573,1840.0,5.055,7.68,4.286,5038.0
803,9634821,8.56267266,0.2305,608.0,2.67,135.435,4.286,5038.0
804,8950568,8.30537702,0.5615,366.0,1.7149999999999999,106.58,4.4879999999999995,5435.0
805,3326377,13.22714056,0.20950000000000002,812.0,2.2350000000000003,40.260000000000005,4.539,5180.0
806,11601584,51.8098276,0.30850000000000005,1030.0,2.615,6.914999999999999,4.5245,5191.0
807,11601584,13.97945055,0.609,356.0,1.985,39.629999999999995,4.5245,5191.0
808,8689793,3.554856338,0.21200000000000002,233.0,1.425,554.5550000000001,4.481,6059.0
809,11673802,5.28790754,0.5145,344.0,6.795,1659.3799999999999,3.431,4975.5
810,4263293,8.45746636,0.23099999999999998,1320.0,1.87,20.505,4.734500000000001,4334.0
811,4263293,17.28116957,0.2385,1560.0,2.035,7.915,4.734500000000001,4334.0
812,6205897,4.417692516,0.6499999999999999,279.0,1.585,94.495,4.632999999999999,4766.0
813,7948784,10.08744556,0.6045,568.0,3.41,233.75,4.352,6291.5
814,9244756,16.34355902,0.5785,829.0,3.3649999999999998,73.47,4.3740000000000006,5725.5
815,9650808,21.96401646,0.26,693.0,2.775,50.67499999999999,4.393000000000001,5765.5
816,8950568,12.51353325,0.3785,431.0,1.9,61.669999999999995,4.4879999999999995,5435.0
817,8950568,25.2149143,0.5925,174.0,1.21,24.215,4.4879999999999995,5435.0
818,8804845,5.42586901,0.21800000000000003,259.0,1.54,232.535,4.451499999999999,5590.0
819,10480915,19.58561177,0.639,533.0,3.125,49.485,4.401,5623.5
820,11709244,4.544436472,0.565,879.0,3.045,266.59,4.446,5445.0
821,11709244,12.76220558,0.5965,654.0,3.22,67.16499999999999,4.446,5445.0
822,11709244,38.7149617,0.4705,695.0,2.665,15.295000000000002,4.446,5445.0
823,11853878,3.69298623,0.535,763.0,1.74,74.19,4.6865000000000006,4389.0
824,5728139,5.334082429,0.0485,4680.0,12.805,1210.5000000000002,4.045999999999999,6335.5
825,7668663,6.4980147,0.5965,191.0,1.8650000000000002,273.47,4.3405000000000005,5721.5
827,9353314,5.18498961,0.218,430.0,1.1349999999999998,43.294999999999995,4.696,4325.0
828,3629967,85.6542476,0.227,476.0,3.42,17.095000000000002,4.125500000000001,5809.5
829,9347009,19.32945602,0.233,936.0,2.3249999999999997,20.405,4.574,5026.0
830,11253711,17.79108667,0.42500000000000004,414.0,2.795,112.79,4.193,5859.5
831,4917596,3.290114076,0.2255,645.0,1.4849999999999999,100.215,4.6675,4484.0
832,11046458,3.311864148,0.904,5980.0,9.475000000000001,405.495,4.4505,5456.5
833,9111849,63.0732241,0.5714999999999999,671.0,15.575000000000001,298.16499999999996,3.3770000000000002,6234.0
834,7132798,2.422084188,0.14350000000000002,1870.0,3.7649999999999997,605.135,4.511,5589.5
835,3448130,78.5461106,0.205,659.0,3.5199999999999996,15.299999999999999,4.199,5808.0
836,9656252,16.92342126,0.554,1130.0,3.54,63.61,4.4239999999999995,5782.0
837,6026438,5.47665801,0.5680000000000001,648.0,1.9849999999999999,71.025,4.599,4643.0
838,9471268,4.580346161,0.2305,308.0,1.39,152.53,4.5489999999999995,5103.0
839,9471268,2.248288213,0.232,263.0,1.26,393.58500000000004,4.5489999999999995,5103.0
840,9471268,6.76690759,0.5715,249.0,1.3250000000000002,90.75,4.5489999999999995,5103.0
841,10657406,34.1732156,0.532,635.0,2.4450000000000003,11.86,4.533,5190.5
842,5526527,16.7364755,0.6285000000000001,1150.0,2.7,10.879999999999999,4.632000000000001,4334.0
844,10328393,7.62635494,0.22649999999999998,296.0,1.225,60.150000000000006,4.596,4955.0
845,11773328,8.710442022,0.6145,1200.0,3.84,93.95,4.524,5416.0
846,7094486,11.35010642,0.21650000000000003,1220.0,1.71,6.029999999999999,4.7515,3590.0
847,7289577,109.4450597,0.22499999999999998,1270.0,3.08,3.29,4.4935,5403.0
848,8543100,7.56052209,0.20800000000000002,660.0,2.645,212.61999999999998,4.425,5868.5
849,2693736,12.12401737,0.2275,788.0,2.325,48.11,4.4935,5097.5
850,9412760,9.38740646,0.608,385.0,1.725,27.224999999999998,4.6395,4500.0
851,9412760,7.41556471,0.227,150.0,0.8,37.29,4.6395,4500.0
852,10663396,23.8990075,0.21150000000000002,293.0,3.1149999999999998,107.24,3.974,5515.0
853,11457726,6.22161107,0.5579999999999999,165.0,1.6800000000000002,397.375,4.372999999999999,6277.0
854,8956206,6.17998508,0.23249999999999998,751.0,2.1350000000000002,106.85,4.549,5149.0
855,9649706,1.569066598,0.22749999999999998,147.0,1.65,2793.1099999999997,4.199,5812.0
856,5856571,9.59068586,0.217,545.0,3.93,493.78,4.101999999999999,5492.5
857,7765528,7.03932913,0.943,837.0,4.705,316.63,4.289999999999999,5846.0
858,11760231,49.6075771,0.4995,627.0,2.165,6.529999999999999,4.563,5187.0
859,7779077,16.84183355,0.5754999999999999,822.0,3.2649999999999997,69.435,4.368,5610.0
860,6046540,7.340714946,0.565,8510.0,14.080000000000002,413.97499999999997,4.198499999999999,6044.0
861,5706966,12.55111099,0.32600000000000007,494.0,1.3450000000000002,12.715,4.67,4213.0
863,5706966,24.0884178,0.2225,387.0,1.1549999999999998,5.33,4.67,4213.0
864,10130039,12.75800092,0.20800000000000002,188.0,1.5,114.08,4.3515,5776.5
865,10130039,5.47033376,0.219,112.0,1.16,353.2,4.3515,5776.5
866,9518318,6.51112385,0.56,695.0,3.435,327.28999999999996,4.388,6011.0
867,9518318,23.85163321,0.601,834.0,3.745,58.004999999999995,4.388,6011.0
868,7273277,2.714078374,0.5695,144.0,1.4449999999999998,748.96,4.421,5806.0
870,6862721,4.88753111,0.22849999999999998,680.0,2.6550000000000002,297.35,4.427499999999999,5559.5
871,12301181,6.14728341,0.2245,120.0,0.805,86.47,4.5805,4997.0
872,9279354,2.800111267,0.5685,707.0,2.1149999999999998,199.52,4.593999999999999,4779.0
873,6774880,34.3511339,0.573,599.0,3.0700000000000003,35.075,4.406000000000001,6070.0
874,3937519,3.413036353,0.0815,3870.0,6.745,538.495,4.3215,5396.0
875,7449541,3.00725068,0.6025,286.0,1.67,453.74,4.535,5675.5
876,5080636,4.194496867,0.5529999999999999,661.0,1.5550000000000002,26.1,4.747,3696.5
877,5080636,6.35585682,0.6040000000000001,177.0,0.8500000000000001,15.035,4.747,3696.5
878,3338885,1.970340203,0.5725,403.0,4.085,2472.15,4.067,4890.0
879,3338885,5.05821338,0.677,748.0,11.01,705.9849999999999,4.067,4890.0
880,6776401,26.85323647,0.217,966.0,2.69,22.924999999999997,4.442,5329.0
881,10130039,25.0985083,0.582,168.0,1.5950000000000002,46.32,4.3515,5776.5
882,8226050,34.2685741,0.558,699.0,2.3949999999999996,11.98,4.4955,5086.5
883,9965957,5.75321539,0.5965,734.0,3.395,213.125,4.4384999999999994,5453.0
884,9704384,5.50860699,0.607,204.0,1.505,189.275,4.4785,5448.0
885,8426567,18.93055119,0.5825,684.0,4.41,114.18,4.159000000000001,5022.5
886,10094670,22.06402,0.6204999999999999,389.0,2.985,81.94,4.3445,6210.0
887,8142942,5.756245244,0.5925,624.0,2.2650000000000006,87.39999999999999,4.5895,4931.0
889,9044228,0.934885365,0.567,270.0,3.21,6673.455,4.086,4789.0
890,7265298,11.0317836,0.225,182.0,1.5,128.815,4.3705,5735.0
891,7132798,4.12511935,0.224,115.0,0.935,298.25,4.511,5589.5
893,2307415,13.12162167,0.5330000000000001,197.0,2.025,178.7,4.265,6134.0
894,7430034,49.6220669,0.6114999999999999,506.0,3.435,22.849999999999998,4.320500000000001,5932.0
895,9735426,8.08801663,0.5375,953.0,2.96,96.2,4.491,5274.5
896,8826168,11.55103848,0.5605,403.0,2.2399999999999998,132.7,4.375,5901.0
897,10464050,4.469754641,0.553,554.0,2.4799999999999995,453.76,4.4319999999999995,5970.0
898,9763348,15.77382794,0.22699999999999998,314.0,2.725,210.14,4.157,6289.5
899,9101496,6.56226483,0.4055,261.0,2.925,641.4549999999999,4.061,5878.0
900,6037581,20.67876365,0.588,324.0,2.415,78.175,4.2785,5859.0
901,10723750,50.79034648,0.067,5670.0,10.605,35.23,4.2059999999999995,6163.0
902,6037581,9.59993246,0.2125,271.0,2.08,217.525,4.2785,5859.0
903,11614617,24.7577652,0.599,459.0,2.675,52.465,4.415,6088.0
904,11450414,12.7983174,0.558,337.0,2.745,155.3,4.1675,5592.0
905,4736569,10.13200555,0.21450000000000002,912.0,1.67,26.46,4.697,4777.0
906,10384798,38.505224,0.4025,695.0,2.67,24.09,4.441,5974.0
907,2307415,4.6126736,0.5,133.0,1.625,721.22,4.265,6134.0
908,3128552,8.67890312,0.21600000000000003,541.0,2.54,163.53,4.334,5513.0
909,10134152,39.3135699,0.203,500.0,2.2699999999999996,25.635,4.437,6051.0
910,9573685,5.94565516,0.2285,401.0,1.1150000000000002,24.9,4.7,3974.0
911,10329835,1.52373073,0.6315,365.0,1.245,104.405,4.75,3742.0
912,6849046,4.225384543,0.0885,7560.0,9.325,398.80499999999995,4.382999999999999,5568.5
913,8804397,60.0853848,0.5880000000000001,432.0,2.5549999999999997,15.204999999999998,4.403,6016.0
914,9662811,43.0343364,0.5945,542.0,2.5599999999999996,14.03,4.46,5550.0
915,11570749,46.2991052,0.1975,855.0,4.155,34.455,4.179,5404.0
916,10074466,35.01190875,0.5690000000000001,437.0,3.035,33.71,4.326,5867.5
917,8218379,16.57099265,0.5450000000000002,645.0,2.17,40.5,4.538,5491.5
918,7755636,16.00496657,0.22,378.0,3.57,276.965,4.0845,6374.5
919,9411166,1.954525966,0.5640000000000001,393.0,2.42,1420.08,4.331,5741.0
920,4989057,7.23400381,0.22899999999999998,453.0,1.825,121.11500000000001,4.502,5411.0
921,9834040,6.77408984,0.21400000000000002,520.0,2.71,375.525,4.3549999999999995,6213.5
922,6152974,20.17202467,0.296,5370.0,6.1,23.365000000000002,4.504,5068.0
923,8802693,26.41044199,0.42650000000000005,991.0,2.5700000000000003,18.849999999999998,4.5755,5448.0
924,6061773,8.27745764,0.2245,197.0,2.3249999999999997,446.13,4.086,5136.5
925,10024701,14.37504582,0.6005,251.0,2.1149999999999998,98.57499999999999,4.3839999999999995,5919.0
926,2579043,6.31219171,0.214,404.0,2.4050000000000002,451.22,4.345000000000001,6294.0
928,9304101,13.24503482,0.269,156.0,1.72,148.665,4.1905,5641.5
930,4157325,6.31943553,0.507,581.0,2.76,240.62,4.3919999999999995,5670.0
931,4157325,12.20951755,0.5155000000000001,538.0,2.6550000000000002,99.935,4.3919999999999995,5670.0
932,4157325,3.07644709,0.573,217.0,1.6400000000000001,628.925,4.3919999999999995,5670.0
933,9955598,68.958447,0.5609999999999999,123.0,1.1150000000000002,6.1899999999999995,4.4955,5450.5
934,10723750,18.79591276,0.5209999999999999,2430.0,7.389999999999999,132.57,4.2059999999999995,6163.0
935,5770074,63.0380366,0.1885,659.0,2.675,12.13,4.3965,5792.0
936,10136549,9.69315023,0.5225,142.0,1.815,252.09,4.1605,5688.5
937,12154526,56.1886436,0.5775,346.0,2.59,16.235,4.321,5700.0
938,6665512,6.92101452,0.5645,530.0,1.47,35.725,4.673,4461.0
939,10525027,3.27344784,0.5415,263.0,0.81,36.735,4.769,3753.0
940,11069176,15.3789014,0.2375,185.0,2.61,238.97499999999997,3.9745,5817.0
941,10005758,134.4785189,0.924,4030.0,10.34,7.004999999999999,4.227,5797.0
942,10158418,5.007414194,0.9655,4410.0,9.155000000000001,404.0,4.39,5945.0
943,5864975,98.7179332,0.548,7320.0,7.470000000000001,4.76,4.529,5808.0
944,3648437,17.50441726,0.20600000000000002,725.0,3.46,108.29,4.211,5815.0
945,11126381,33.7888028,0.211,649.0,3.005,43.845,4.362,6183.5
946,4149450,3.215109385,0.6515,158.0,1.575,453.43499999999995,4.448,5535.5
947,10136549,3.29276797,0.5675,80.7,1.3399999999999999,1064.755,4.1605,5688.5
948,5511081,13.72710334,0.232,199.0,2.395,247.39499999999998,4.0185,5951.0
949,5511081,24.3110031,0.21200000000000002,184.0,2.3099999999999996,115.355,4.0185,5951.0
950,5511081,9.34145925,0.2635,81.7,1.57,413.135,4.0185,5951.0
951,10978763,4.97760447,0.5725,287.0,1.75,269.00500000000005,4.3765,5357.0
952,11069176,21.1285655,0.2205,177.0,2.55,156.59500000000003,3.9745,5817.0
953,6152974,7.51854537,0.2255,287.0,1.39,87.025,4.504,5068.0
954,6504954,130.3543929,0.587,5130.0,8.545,5.800000000000001,4.379,5952.0
955,5731623,3.261759866,0.9535,3880.0,8.895,805.2149999999999,4.4094999999999995,6109.5
956,10676014,16.78175788,0.274,908.0,2.27,21.439999999999998,4.579000000000001,4925.0
957,9520838,105.3035093,0.219,1360.0,3.2750000000000004,3.8850000000000002,4.487,5534.0
958,8167996,2.549562652,0.212,495.0,1.09,49.78,4.756,3711.0
959,8167996,13.96950181,0.6005,1110.0,2.005,5.175,4.756,3711.0
960,8167996,5.21230171,0.2205,430.0,1.0150000000000001,19.265,4.756,3711.0
961,6773862,17.76076524,0.4015,1290.0,1.9249999999999998,4.385,4.744,3822.0
962,10978763,10.55840479,0.22799999999999998,194.0,1.415,98.64,4.3765,5357.0
963,10978763,6.98800953,0.225,193.0,1.39,171.28000000000003,4.3765,5357.0
964,9072190,49.1011093,0.531,846.0,3.385,16.545,4.299,5397.0
965,5384079,7.05675145,0.58,130.0,1.7349999999999999,537.0749999999999,4.227499999999999,6375.5
966,9839821,34.8536903,0.569,768.0,2.585,21.385,4.491,5809.0
967,4056616,2.41434868,0.2215,191.0,0.965,192.745,4.588000000000001,4507.0
968,8492026,4.30656389,0.5635,257.0,2.17,616.765,4.382,6086.5
969,11017901,7.794302043,1.197,3390.0,16.71,150.79,4.415000000000001,5498.5
970,5088591,14.5324483,0.23,1360.0,3.175,50.97,4.4615,5353.0
971,11298298,5.248667607,0.556,601.0,2.955,325.595,4.4030000000000005,5807.0
972,10187159,7.96431492,0.239,746.0,2.575,121.12500000000001,4.3965000000000005,5200.5
973,9758089,92.7297248,0.5865,1260.0,2.87,1.4449999999999998,4.624499999999999,4580.0
974,9883311,30.5231459,35.7045,2210.0,11.925,18.380000000000003,4.534,5518.0
976,4242147,28.78270955,0.252,865.0,2.0999999999999996,9.17,4.58,4779.0
977,10190777,1.411230023,0.56,388.0,1.685,424.875,4.583500000000001,4570.5
978,9651234,96.9151707,0.36650000000000005,863.0,2.39,2.74,4.55,5167.0
979,7045496,13.47472742,0.227,730.0,2.05,43.855000000000004,4.58,5403.0
980,8750043,2.29503515,0.22549999999999998,172.0,1.2199999999999998,742.0049999999999,4.4605,5631.5
981,9973109,27.495634,0.44450000000000006,483.0,2.2299999999999995,35.335,4.3825,5657.0
982,6226290,14.08826442,0.226,889.0,2.915,83.31,4.4510000000000005,5835.5
983,9595827,3.905081685,0.08350000000000002,21300.0,12.945,290.22999999999996,4.522500000000001,5526.5
986,4644952,6.94135824,0.5835,825.0,3.01,148.05,4.475999999999999,5527.0
987,2987027,17.27629668,0.12450000000000001,10500.0,7.395,20.634999999999998,4.5835,4941.0
988,4644952,31.7821117,0.21950000000000003,570.0,2.115,19.505,4.475999999999999,5527.0
989,4644952,4.36273233,0.579,342.0,1.79,275.445,4.475999999999999,5527.0
990,8978528,18.6848377,0.23900000000000002,1250.0,1.93,6.225,4.7105,4152.0
991,8978528,7.41634701,0.5714999999999999,506.0,1.24,21.34,4.7105,4152.0
992,9967771,9.91724268,0.548,458.0,2.785,158.07,4.2805,5543.5
994,10005788,10.99470891,0.2245,885.0,1.7,16.54,4.675,4302.0
995,10656508,124.0358994,0.125,7690.0,11.13,7.195,4.2635,5822.0
996,2832589,10.84969477,0.5165000000000001,1120.0,2.755,54.9,4.5595,5251.0
997,2438513,12.18420006,0.497,499.0,2.6399999999999997,114.47,4.374,5765.5
998,6356207,3.76417012,0.22749999999999998,558.0,1.7349999999999999,176.755,4.595000000000001,5063.0
999,8564674,5.92972237,0.2245,412.0,2.0149999999999997,237.20499999999998,4.443,5741.0
1000,8564674,12.2476121,0.23049999999999998,403.0,1.9899999999999998,90.28,4.443,5741.0
1001,8578780,13.59051547,0.2275,622.0,2.54,78.805,4.3865,5442.0
1002,4544907,46.8776724,0.5825,540.0,2.68,13.875,4.4135,5500.0
1003,7761918,89.1935737,0.21050000000000002,868.0,3.8449999999999998,13.84,4.252,6071.0
1004,9455325,9.76785911,0.5895,585.0,2.58,78.20500000000001,4.504,5371.0
1005,3098810,40.80957343,0.637,436.0,3.5599999999999996,39.425,4.277,6171.0
1006,8367644,22.08551599,0.41300000000000003,3160.0,3.335,3.665,4.707,3824.0
1007,10332883,1.151166776,0.17900000000000002,578.0,1.28,200.89499999999998,4.7265,3943.0
1008,9305831,3.246732048,0.4555,7000.0,12.45,1099.17,4.1555,5757.5
1009,11656918,62.1385979,0.563,886.0,4.319999999999999,15.079999999999998,4.2125,5123.0
1010,10844890,8.29482811,0.611,560.0,2.985,175.92,4.4105,5755.5
1011,4636578,17.84850835,0.5805,391.0,3.285,156.25,4.18,6188.0
1012,4636578,26.1363443,0.2235,362.0,2.8,93.96000000000001,4.18,6188.0
1013,4636578,11.1895709,0.5660000000000001,143.0,1.81,290.925,4.18,6188.0
1014,11923284,2.757977384,0.5705,211.0,1.75,814.285,4.4079999999999995,5907.0
1016,9872283,3.126861192,0.5369999999999999,795.0,5.265000000000001,1411.62,4.086,4868.5
1017,8624520,10.24061136,0.515,2960.0,3.9000000000000004,45.695,4.634,5235.0
1018,7870032,16.87725775,0.31800000000000006,818.0,2.6100000000000003,43.150000000000006,4.487499999999999,5497.0
1019,9597058,12.05705659,0.5770000000000001,524.0,2.0,56.91,4.516,5365.0
1020,4035640,28.26727385,0.2255,1160.0,2.88,16.625,4.4795,5136.0
1021,6205228,3.770590654,0.22949999999999998,314.0,2.13,646.835,4.3,5714.0
1022,11758544,2.7073064,0.2215,69.5,1.315,2042.24,4.1125,6038.5
1023,4851530,4.77502117,0.28350000000000003,451.0,1.74,187.46499999999997,4.5095,5275.0
1024,7747425,8.0103929,0.2205,294.0,1.88,191.285,4.339,5616.0
1025,6300348,5.69590202,0.0995,4920.0,7.32,371.6650000000001,4.4125,6084.5
1026,7747425,27.6666375,0.576,324.0,2.045,36.595,4.339,5616.0
1027,7747425,5.19559398,0.23149999999999998,116.0,1.18,340.05999999999995,4.339,5616.0
1028,7102316,57.2488518,0.2195,1460.0,3.4850000000000003,10.46,4.475999999999999,5642.0
1029,7102316,37.0551726,0.6135,1030.0,3.4850000000000003,18.68,4.475999999999999,5642.0
1030,9489524,16.33269981,0.6060000000000001,300.0,1.62,29.755000000000003,4.555,5208.0
1031,9489524,10.05550267,0.2245,148.0,0.925,56.845,4.555,5208.0
1032,5940165,9.30413878,0.2555,637.0,1.65,27.585,4.625,4458.0
1033,8277797,4.33722007,0.2155,359.0,1.65,243.91500000000002,4.485999999999999,5390.0
1034,8277797,1.653889476,0.2345,124.0,0.98,881.595,4.485999999999999,5390.0
1036,2989404,3.553831111,0.5165,192.0,1.665,719.05,4.359500000000001,6003.0
1037,2989404,1.6783263,0.608,146.0,1.61,1962.7800000000002,4.359500000000001,6003.0
1038,11413812,5.65378163,0.541,367.0,2.035,341.45,4.4159999999999995,5979.0
1039,9549648,5.99185827,0.595,186.0,2.7,823.47,4.0925,6157.0
1041,11074178,14.30517579,0.5940000000000001,863.0,3.335,69.78,4.474499999999999,5741.0
1042,11074178,9.18189122,0.6345,364.0,2.375,126.05,4.474499999999999,5741.0
1043,11030475,2.64622742,0.33649999999999997,156.0,1.0,333.69,4.548,5167.0
1044,5942808,2.935362067,0.5680000000000001,1050.0,3.11,261.42,4.519,4922.0
1045,6206214,13.53953595,0.22899999999999998,134.0,2.2199999999999998,318.515,4.0285,6109.0
1046,8959839,22.7082375,0.21450000000000002,299.0,1.89,65.285,4.391,6159.0
1047,7672097,7.97033985,0.22749999999999998,491.0,1.955,144.055,4.509,5765.5
1048,5599774,8.49640437,0.5750000000000001,834.0,2.16,60.870000000000005,4.5915,5093.0
1049,8099138,66.1843646,0.5740000000000001,561.0,2.8000000000000003,9.31,4.42,5636.0
1050,7033233,2.032318856,0.23450000000000001,288.0,1.145,260.375,4.616999999999999,4670.0
1051,6383785,3.62275506,0.2315,181.0,1.6350000000000002,723.54,4.2945,5794.0
1052,9411412,2.892216772,0.5815000000000001,361.0,1.31,93.835,4.657500000000001,4229.0
1054,7620413,2.543063763,0.22649999999999998,152.0,1.28,765.925,4.389,5579.0
1055,4545187,3.177414601,0.513,1130.0,2.76,265.66999999999996,4.5975,5311.0
1056,10854546,2.168451063,0.23149999999999998,467.0,2.64,1828.0000000000002,4.317,6131.5
1057,11774991,37.8154157,0.5745,286.0,1.23,6.324999999999999,4.606,4846.0
1058,8261920,6.69332825,0.6255,782.0,2.4299999999999997,32.614999999999995,4.644500000000001,4245.0
1059,8261920,33.1362861,0.5955,825.0,2.04,3.87,4.644500000000001,4245.0
1060,8261920,7.72513619,0.6259999999999999,382.0,1.7,26.975,4.644500000000001,4245.0
1061,9112931,10.71253475,0.5625,1200.0,2.025,13.225000000000001,4.7115,4171.0
1062,9071593,32.5635249,0.23249999999999998,578.0,2.0649999999999995,14.065000000000001,4.505,5230.0
1063,8126558,12.19140405,0.23099999999999998,666.0,2.59,97.235,4.383,5516.0
1064,11811193,6.11784972,0.226,60.5,1.07,549.575,4.247,6213.5
1065,3734418,3.97599629,0.2285,206.0,1.1150000000000002,186.255,4.554,5143.0
1066,8681734,7.68478504,0.23199999999999998,274.0,1.48,116.38,4.4655000000000005,5349.5
1067,10212441,15.0447098,0.2145,97.9,1.4449999999999998,177.64000000000001,4.073,5815.5
1068,8247771,1.118547814,0.235,235.0,0.985,473.71,4.636,4502.5
1069,8165946,6.42199919,0.22450000000000003,162.0,1.315,265.285,4.42,5979.0
1070,12017109,9.75374033,0.23299999999999998,431.0,2.0250000000000004,128.22,4.456499999999999,5797.0
1072,10709622,51.3283527,0.5515,692.0,3.3,26.765,4.3065,6097.5
1073,11499228,19.7919389,0.616,384.0,2.865,92.935,4.364,6266.5
1075,10965588,62.8917493,0.571,791.0,2.455,4.99,4.5075,5048.0
1076,10670119,14.87149773,0.225,945.0,1.6,5.635,4.741,3821.0
1077,10670119,2.732767897,0.5745,613.0,1.42,53.855000000000004,4.741,3821.0
1078,8491277,9.61375316,0.5545,798.0,3.49,222.595,4.3175,5988.0
1079,8613535,29.9685917,0.21149999999999997,310.0,2.11,53.31,4.354,6227.5
1080,12256520,33.2407985,0.2195,342.0,1.565,14.395,4.531,5382.0
1081,5629538,15.18727049,0.592,293.0,2.105,117.34,4.369,6117.5
1082,8561231,28.6853212,0.6180000000000001,689.0,2.895,25.57,4.4990000000000006,5711.5
1084,6200235,1.078389713,0.607,301.0,2.09,2265.2200000000003,4.357,5341.0
1085,11460462,5.03728033,0.6279999999999999,76.3,1.605,800.75,4.2425,6374.5
1086,8612275,3.289726319,0.2215,235.0,1.4100000000000001,398.405,4.4655000000000005,5467.5
1087,8612275,7.18644594,0.581,402.0,2.26,140.495,4.4655000000000005,5467.5
1088,7207061,15.94248453,0.2225,1090.0,2.7800000000000002,40.935,4.5249999999999995,5376.0
1089,4545187,41.0081117,0.6000000000000001,1000.0,2.75,8.79,4.5975,5311.0
1090,7286911,11.55562042,0.5900000000000001,442.0,2.19,63.185,4.516,5416.0
1091,8591173,12.2885046,0.5835,342.0,3.0600000000000005,214.72500000000002,4.135999999999999,5124.5
1092,6962109,17.13263125,0.22549999999999998,850.0,2.455,39.78,4.524,5477.0
1093,5706595,19.0231361,0.573,402.0,2.1,44.975,4.4334999999999996,5565.0
1094,5706595,4.57948235,0.224,207.0,1.3900000000000001,299.99,4.4334999999999996,5565.0
1095,10489345,1.003931703,0.229,491.0,1.5950000000000002,998.62,4.564,4949.0
1096,10329469,55.8224775,0.22749999999999998,880.0,2.175,5.305,4.586,5169.5
1097,9717943,6.11010439,0.22949999999999998,59.7,0.98,427.78499999999997,4.3454999999999995,6200.5
1098,1872821,10.27380957,0.2295,353.0,1.7199999999999998,101.225,4.5055,5797.0
1099,8013439,13.39155154,0.5890000000000001,48.9,1.5,449.0,3.907,6209.0
1100,8013439,5.62904396,0.22999999999999998,39.5,1.31,1426.9,3.907,6209.0
1101,8013439,8.2562857,0.6064999999999999,37.3,1.4100000000000001,855.0799999999999,3.907,6209.0
